board,rank,model_id,run_id,model_digest,runtime_image_tag,runtime_image_digest,source_revision,wer,wer_ci_lower,wer_ci_upper,cer,cer_ci_lower,cer_ci_upper,word_accuracy_pct,speed_valid,batch_size,audio_throughput_x,rtf,processing_seconds,total_audio_seconds,checkpoint_gib,parameter_count,native_dtype,pareto_order,pareto_efficient,statistically_pareto_efficient,dominated_by,dominated_by_count,statistically_dominated_by,statistically_dominated_by_count
accuracy,42,whisper-persian-paulwalker,fleurs-fa-ir-v1-whisper-persian-paulwalker-20260817T142455Z,f3bfbfc6fbca2796f8843944e780736593fe4aee563ab05dc76fc6055ec85af4,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.9420303340467107,0.89951902489385,0.9910743583899296,1.4617786233474803,1.3318544392319909,1.597529903292177,5.796966595328934,True,1,10.332444650450023,0.09678251699673471,1289.3231418781215,13321.860000000013,0.27794895973056555,73183744,float32,,,,,,,
speed,1,nvidia-fastconformer-fa,fleurs-fa-ir-v1-nvidia-fastconformer-fa-20260812T004752Z,e2272943381a37d99b3b45e61167b140b7e56b59dcdb2d40f06fe177142fb518,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.4461244998604262,0.43602503900095946,0.45650410217608367,0.2646226645202205,0.25519377921262076,0.27405042791976464,55.38755001395739,True,32,1199.9141007910152,0.0008333929898321667,11.102344735525548,13321.86,0.427704406902194,114621442,float32,,,,,,,
speed,2,shenava-rizeh-v1-0,fleurs-fa-ir-v1-shenava-rizeh-v1-0-20260813T083709Z,8e0edc854ccf0b5cd8c93f66723401365bdc977578ad7ad264eba316f67dd3c7,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:057776af47665dc404fc58884c9f46961afeb2f641bbb2b734c282b8a6c507a0,1b1386addb75d2fed55bda91c5b9558c71e38481,0.1554852516981483,0.14700417152957226,0.16380937645143778,0.06403970925410996,0.05889891702684273,0.06941238545838062,84.45147483018516,True,16,675.0313799855791,0.0014814126122867997,19.735171423119027,13321.86,0.118442309089005,31627266,float32,,,,,,,
speed,3,wav2vec2-large-xlsr-53-persian,fleurs-fa-ir-v1-wav2vec2-large-xlsr-53-persian-20260812T013002Z,7618cbbfe8870e0817882049e5a383db467c5e11585f70ba2c1a2f8b72a1b568,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.32688192053596354,0.3178713127054003,0.3357472559796317,0.07405239279964876,0.06900463875885025,0.07933790602205508,67.31180794640365,True,1,470.1668376958302,0.002126904579022947,28.334325035102665,13321.860000000013,2.3509042877703905,315507395,float32,,,,,,,
speed,4,visualears-fastconformer-fa-full-ab,fleurs-fa-ir-v1-visualears-fastconformer-fa-full-ab-20260812T152130Z,98d2d843252252755f0af86ed243bfec68c20800b101b2890cd96cfdd42e1006,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.15520610402903134,0.14811547195327227,0.16237195841501326,0.051843992389872674,0.047455980446007066,0.056502812401158085,84.47938959709687,True,32,378.3487052158403,0.0026430644170686935,35.21053413517075,13321.86,0.4277318315580487,114621442,float32,,,,,,,
speed,5,wav2vec2-large-xlsr-persian-v3-masoumehb,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-v3-masoumehb-20260812T153042Z,bb63f841819fc657b0b4d952cca17cb559ee48f9d58fbe526820a88f278645cc,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,1.0,1.0,1.0,0.918276501292746,0.9167361446372795,0.9198449063971601,0.0,True,1,296.3351603474949,0.0033745573722246073,44.95538087474415,13321.860000000013,1.1757482243701816,315565820,float32,,,,,,,
speed,6,wav2vec2-xls-r-300m-fa-alifarokh,fleurs-fa-ir-v1-wav2vec2-xls-r-300m-fa-alifarokh-20260812T153241Z,e2d459f58ba02f85df2596a78435775b6c45ac17f1645238e04808c913f1dfde,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.36358983902484415,0.353814615833136,0.37318191303123066,0.09308990682472315,0.08768265768420537,0.09874714901503105,63.64101609751558,True,1,291.42193399187676,0.0034314507020870794,45.713305850105826,13321.860000000013,1.175308675505221,315479720,float32,,,,,,,
speed,7,xls-r-1b-fa-cv8-ghofrani,fleurs-fa-ir-v1-xls-r-1b-fa-cv8-ghofrani-20260813T053409Z,e979715e8c440eaabef7420aa18505137b71de36564ace6317282e8a61530c1c,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.30422443472597005,0.2953187092271209,0.31331437520725897,0.07044246060783453,0.06546605350502056,0.07568115007387988,69.57755652740299,True,1,289.03026437728795,0.003459845293898503,46.09157462697476,13321.860000000013,1.1762682488188148,315567870,float32,,,,,,,
speed,8,wav2vec2-large-xlsr-persian-v2-m3hrdadfi,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-v2-m3hrdadfi-20260812T152838Z,b9a8c28a9be826220ef915a7d3ed00d8e24e7e073815f1f6c578cd297e15229e,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.34414255140969574,0.3349187352495824,0.3533177770821202,0.08345529050197571,0.07841777362721195,0.0887623485230988,65.58574485903043,True,1,288.7404318644854,0.0034633182251016725,46.137840530253015,13321.860000000013,2.681559848599136,315479720,float32,,,,,,,
speed,9,persian-speech-transcription-wav2vec2-v1-seyedali,fleurs-fa-ir-v1-persian-speech-transcription-wav2vec2-v1-seyedali-20260812T133652Z,977082796cdbc842f86400796b14f78e9027b52d97c164786e9dd82e69590b5c,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.29715269377500697,0.2876313188806412,0.3065749406263677,0.07404019708278453,0.06898063841849582,0.0794138235531425,70.2847306224993,True,1,286.63350612223644,0.003488775661745367,46.47698093717918,13321.860000000013,2.3507036147639155,315479720,float32,,,,,,,
speed,10,wav2vec2-large-xlsr-persian-shemo-m3hrdadfi,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-shemo-m3hrdadfi-20260812T152550Z,b68dc275d0b4020fad52e9e739c21c08b75ebecf385a93181a3ba350bf4f016e,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.30659718991346424,0.296778415840451,0.31645228304445516,0.10109029708766282,0.09561505535154717,0.10682966611016693,69.34028100865358,True,1,285.49045660153115,0.0035027440563301713,46.663065934262704,13321.860000000013,2.3509089099243283,315479720,float32,,,,,,,
speed,11,wav2vec2-large-xlsr-persian-m3hrdadfi,fleurs-fa-ir-v1-wav2vec2-large-xlsr-persian-m3hrdadfi-20260812T152330Z,09081a84dede4957a8924ad0ea995c0ca56f8ef0a730915595bbc53f5f63de0b,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:c5206ece402769a0540c7cdde4876b6ce8797645315df340588cab21dcd01fc7,78fdc159e15e0e91ef3b9c2c10cfeb98417b27b0,0.33795477807760305,0.3289393750744482,0.346994710633005,0.08521147373042587,0.08015647136132524,0.0905543340199135,66.2045221922397,True,1,281.19334746338205,0.0035562718998187657,47.37615637131967,13321.860000000013,2.3515435801818967,315475620,float32,,,,,,,
speed,12,whisper-fa-tinyyy-hackergeek98,fleurs-fa-ir-v1-whisper-fa-tinyyy-hackergeek98-20260817T112104Z,29d845807ffb1fa2ecafdaba3b2d5141d46c0e7f2397daccfc2114bc29378ae0,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4663161812598865,0.4320106622255846,0.5072469875602288,0.2208522366944729,0.18380123534494744,0.2623363220503092,53.36838187401135,True,1,37.35935376553471,0.02676705829217352,356.5870031801751,13321.860000000013,0.14247440360486507,37760640,float16,,,,,,,
speed,13,whisper-large-v3-turbo,fleurs-fa-ir-v1-whisper-large-v3-turbo-20260817T133753Z,6207b64b281c35122c4bd4740b715fbb064afa1ba4afe686dfe22a414df43e44,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.20270773239043455,0.19449693158564063,0.2111411385373244,0.061039562905507584,0.056352841459862954,0.06629199329723903,79.72922676095655,True,1,32.59387987317303,0.03068060641725159,408.72274340572767,13321.860000000013,1.511039262637496,808878080,float16,,,,,,,
speed,14,whisper-small-persian-amirmohseni,fleurs-fa-ir-v1-whisper-small-persian-amirmohseni-20260817T170740Z,7d1529917ded0c98974f9c3e66f2bde222ca5840e5745b73dbaaacb757f88405,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.23294872987810553,0.21569684886677504,0.2539182157699978,0.08622371823015756,0.07103294853449195,0.10612633534806541,76.70512701218945,True,2,31.12139738598082,0.03213223325410405,428.06111289851833,13321.85999999999,0.9023707108572125,241734912,float16,,,,,,,
speed,15,whisper-small-persian-alism98,fleurs-fa-ir-v1-whisper-small-persian-alism98-20260817T165940Z,13ff741cb661e6b6eb16370f0bafbf7bdffcef694ff2cced3e0c5f9673ce8347,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.34237461617195497,0.3175360421317518,0.3719875148165583,0.10943216742280111,0.08492981443597869,0.13900352827921544,65.76253838280451,True,2,31.066499881020995,0.032189014012837525,428.81753821705934,13321.85999999999,0.9022400584071875,241734912,float16,,,,,,,
speed,16,whisper-large-fa-v1-vhdm,fleurs-fa-ir-v1-whisper-large-fa-v1-vhdm-20260817T112821Z,bee052b831d37a249b5566164ca4627ac6e7b49aa1d412b7e5674ab0b7973775,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.14566855866753511,0.13583625179661243,0.1577111997139643,0.055014878774574366,0.046289059566487295,0.06889205204789316,85.43314413324649,True,1,29.647850670652897,0.03372925785105414,449.33645099564455,13321.860000000013,3.0152039462700486,808878080,float16,,,,,,,
speed,17,whisper-base-fa-aictsharif,fleurs-fa-ir-v1-whisper-base-fa-aictsharif-20260817T105945Z,a976e3038c5443c30c1c1911dc270615a54ef3c610cc3d85be502695635ac69b,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4354238392109426,0.4059344371395256,0.47316256361302744,0.13737255475876872,0.11713756808097207,0.16317598154763152,56.45761607890574,True,1,28.85768523913553,0.03465281403249363,461.63993714691605,13321.860000000013,0.27231262251734734,72593920,float16,,,,,,,
speed,18,whisper-tiny-fa-aictsharif,fleurs-fa-ir-v1-whisper-tiny-fa-aictsharif-20260817T175946Z,cf8f898dd9d4cf6f17b70bf084a39f75289a06ef134eca5c660356cf2fbe5026,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.515073974132316,0.47014500473843324,0.5679265349738114,0.16633738231133227,0.14267863836178346,0.19415013126602731,48.4926025867684,True,1,25.67262307855244,0.03895199944860427,518.9130833743839,13321.860000000013,0.14254910498857498,37760640,float16,,,,,,,
speed,19,whisper-base,fleurs-fa-ir-v1-whisper-base-20260817T105009Z,6fdea727f40157ddfedc07ad66b55461e94c26941821b6a331e92e0b0cb4495d,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,1.029496603703359,0.9504512004008415,1.1125887790144313,0.45903458705302697,0.40660996521855686,0.514044243298918,0.0,True,1,25.241615826609184,0.03961711511930314,527.7736612232402,13321.860000000013,1.0861990274861455,72593920,float16,,,,,,,
speed,20,whisper-tiny,fleurs-fa-ir-v1-whisper-tiny-20260817T174950Z,a5d69b8550e99389163525a40772b399cd4c07ec6854e6402b5ce1272f7860cb,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,1.6546012840792779,1.5131932213625672,1.8062173924559803,0.972242548416996,0.8726679197487697,1.0803739160197023,0.0,True,1,24.248451273151524,0.04123974717953325,549.3901383611374,13321.860000000013,0.5670387549325824,37760640,float16,,,,,,,
speed,21,neuraspeech-whisperbase-neurai,fleurs-fa-ir-v1-neuraspeech-whisperbase-neurai-20260817T100800Z,8b31228f969040d36ec4f839a617aef212220477c4adeab011e1c79edcc58f3b,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.22685400576905182,0.21432518418863816,0.24153943557081578,0.07654031903995318,0.06661373278889338,0.08877579309038151,77.31459942309482,True,1,20.493743604735965,0.048795379667427224,650.0452165763127,13321.860000000013,0.2723108073696494,72593920,float16,,,,,,,
speed,22,whisper-small,fleurs-fa-ir-v1-whisper-small-20260817T152515Z,5385968b1a6542cf0cff67f6276b22c222cdc108cd5cafd269405148616b9df6,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.612961756769331,0.573889136024477,0.6577849088245681,0.25961022488901897,0.22071516177383435,0.3029611021262942,38.703824323066904,True,2,19.4550896347084,0.05140043139230637,684.74935094791,13321.85999999999,3.6069457959383726,241734912,float16,,,,,,,
speed,23,whisper-small-fa-mohammadgholizadeh,fleurs-fa-ir-v1-whisper-small-fa-mohammadgholizadeh-20260817T164621Z,e2d87444d5590230fdea190bb4897f87da6902fc89c98b454f19ce9b2b6b8895,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4345863962035917,0.4257166345493475,0.44349082695771436,0.1210059027269623,0.11578651691011216,0.12661972911094851,56.541360379640835,True,1,18.664539502953176,0.05357753400997524,713.7524072261294,13321.860000000013,0.9033889891579747,241734912,float16,,,,,,,
speed,24,whisper-fa-small-v1-seyedali,fleurs-fa-ir-v1-whisper-fa-small-v1-seyedali-20260817T110818Z,dcdd849f484300849a8c0353f2820487e24bc6d4079f4d46b934e39c75bc0ec8,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.33265097236438074,0.3233199224457319,0.3421187264137542,0.10162690862968925,0.08712325548837942,0.11898441270168711,66.73490276356193,True,1,18.429781678481113,0.05426000250277597,722.8441569416318,13321.860000000013,0.9023833805695176,241734912,float16,,,,,,,
speed,25,whisper-small-persian-v1-aliyzd95,fleurs-fa-ir-v1-whisper-small-persian-v1-aliyzd95-20260817T173619Z,adaf36615379aaba173f8c8957c00a4e65511c66a7d91cac20a29068894994d7,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.312040569461245,0.2858655939412019,0.34235773848378476,0.11139567783794331,0.08714218801101693,0.13927725168290528,68.7959430538755,True,1,17.460951389884645,0.05727064795445871,762.9515541585861,13321.860000000013,0.9024736993014812,241734912,float16,,,,,,,
speed,26,whisper-small-fa-aictsharif,fleurs-fa-ir-v1-whisper-small-fa-aictsharif-20260817T161847Z,c684cde68cad8471bfdf782415070985d0ad1ec2df9245a8dc0f78fcf5902ee0,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.30575974690611335,0.29092065985981325,0.32727157058227946,0.09545587589638518,0.07677353103245767,0.1190464841515779,69.42402530938867,True,1,17.2951433560748,0.05781969998235123,770.2659484068863,13321.860000000013,0.9024153649806976,241734912,float16,,,,,,,
speed,27,whisper-small-fa-mjavadf,fleurs-fa-ir-v1-whisper-small-fa-mjavadf-20260817T163234Z,54054686fb9ef1cf7c0d18bbaa599d579bb862a4d07fe37a735651cea0d73044,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4164883223225086,0.38772025004819477,0.4499888520466499,0.13755549051173227,0.10853371752739617,0.1723879587564534,58.35116776774913,True,1,17.253217005657476,0.05796020531545459,772.1377407837426,13321.860000000013,0.9023810774087906,241734912,float16,,,,,,,
speed,28,whisper-medium-fa-aictsharif,fleurs-fa-ir-v1-whisper-medium-fa-aictsharif-20260817T141107Z,efb54e673036584c7af94ca9e3d5209d0dbe3474249922dd8b220eb457290b17,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.28389317949195125,0.2556719186061132,0.3169966699351817,0.0871505927118396,0.062099886497225844,0.1174027152530115,71.61068205080487,True,2,17.044689990931012,0.05866929821147063,781.5841770714615,13321.85999999999,2.8475208217278123,763857920,float16,,,,,,,
speed,29,whisper-v3-turbo-persian-v1-0-nezamisafa,fleurs-fa-ir-v1-whisper-v3-turbo-persian-v1-0-nezamisafa-20260817T181028Z,9a26f13a40aa5548558c756a121c91a91072243bffa45de5110b82d944d5ad23,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.31762352284358425,0.2732565369943229,0.36947912213139505,0.11523732865017806,0.08274113058522627,0.15317490896651503,68.23764771564159,True,1,16.414021987826462,0.06092352019155663,811.6146066990914,13321.860000000013,3.015216658823192,808878080,float16,,,,,,,
speed,30,whisper-small-persian-steja,fleurs-fa-ir-v1-whisper-small-persian-steja-20260817T172044Z,9cc1193a7bf188911d2a6c598d9b4ac54abe60e63cb3e421135b5b650324d897,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.34567786358983904,0.3364450103713453,0.35494639774037884,0.12218888726279331,0.09304258520012691,0.1587454362716028,65.4322136410161,True,1,15.08020473366225,0.06631209706110858,883.4004733545007,13321.860000000013,27.02250009123236,241734912,float16,,,,,,,
speed,31,whisper-large-v2-fa-aictsharif,fleurs-fa-ir-v1-whisper-large-v2-fa-aictsharif-20260817T124648Z,27578b0538c99f45f75be441626d9445f6fd89bae30843f0c238ca8a8aa045c3,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.26979622220154464,0.24017316163283955,0.3049379508882258,0.08150397580369774,0.05687918410270392,0.11109091770970161,73.02037777984553,True,2,13.564543582951085,0.07372161060080736,982.1089753984706,13321.85999999999,5.751326424069703,1543304960,float16,,,,,,,
speed,32,whisper-small-fa-7-taesiri,fleurs-fa-ir-v1-whisper-small-fa-7-taesiri-20260817T160004Z,fa335e347a5320ab3adb7dc0f456288b7e99f61a78a01eda3a6eee10a5684b10,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.2804968828510282,0.2710102313938765,0.2901118440362758,0.0727230596614469,0.06611821685650832,0.07979564990186883,71.95031171489718,True,1,12.474875724279888,0.08016111920487488,1067.8952074906556,13321.860000000013,0.9023437947034836,241734912,float16,,,,,,,
speed,33,qwen3-asr-0-6b,fleurs-fa-ir-v1-qwen3-asr-0-6b-20260812T004826Z,2bb3f623b1a6bb67a0261dea309cefb7843b6e037e46ca9cdb73cd8064e05710,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.481064483111566,0.4703827803433587,0.4914511113475363,0.20914434850480512,0.20215079267404562,0.2163963183746065,51.893551688843395,True,1,11.212571528924672,0.0891856071928135,1188.1181730376557,13321.860000000013,1.4681195197626948,782426112,bfloat16,,,,,,,
speed,34,qwen3-asr-1-7b,fleurs-fa-ir-v1-qwen3-asr-1-7b-20260812T010849Z,d72bbab125d5628ba0e151beebc6f5b28e5ea63c9fdeca2f55ab18cc569cb582,ghcr.io/armanjr/peste-benchmark:2.0.0,sha256:f2495a7e7f6da7cd8eef90efbaa7c759d2b86a7bfcc14cacbb5b9224af0bd5d9,4fe41b118493b290b74b5e31516fbfcd7b103b22,0.24104401228249744,0.2324250215575507,0.2500805020026767,0.08924825601248841,0.08445951963813145,0.09437146140582989,75.89559877175024,True,1,10.754954187450142,0.09298040536210661,1238.6719429772347,13321.860000000013,3.8069172985851765,2038052480,bfloat16,,,,,,,
speed,35,whisper-persian-paulwalker,fleurs-fa-ir-v1-whisper-persian-paulwalker-20260817T142455Z,f3bfbfc6fbca2796f8843944e780736593fe4aee563ab05dc76fc6055ec85af4,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.9420303340467107,0.89951902489385,0.9910743583899296,1.4617786233474803,1.3318544392319909,1.597529903292177,5.796966595328934,True,1,10.332444650450023,0.09678251699673471,1289.3231418781215,13321.860000000013,0.27794895973056555,73183744,float32,,,,,,,
speed,36,whisper-small-ctejarat-makhataei,fleurs-fa-ir-v1-whisper-small-ctejarat-makhataei-20260817T153734Z,086ce62d90a3118841ff47ab67e196179f85f2e41c53c750200e8c563744bdf9,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.5142365311249651,0.4854946359857371,0.5472717301438264,0.2261207863798234,0.20584914843765192,0.24911694615716834,48.57634688750348,True,1,10.315475312637648,0.09694172781111546,1291.4441260577878,13321.860000000013,0.9051989614963531,241734912,float16,,,,,,,
speed,37,whisper-medium,fleurs-fa-ir-v1-whisper-medium-20260817T134655Z,3e64452785bf158b31894ff707c0267efc6c1bb34ad17ab1ae866639ed32837f,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.4316088210663441,0.3771637844060661,0.49496256114611753,0.16970340016586175,0.13372676919015164,0.21170811410162868,56.8391178933656,True,1,9.691953895274334,0.10317836948105856,1374.5277932549361,13321.860000000013,11.387814874760807,763857920,float16,,,,,,,
speed,38,persian-whisper-large-v3-10-percent-17-0-one-epoch-mohammadreza-halakoo,fleurs-fa-ir-v1-persian-whisper-large-v3-10-percent-17-0-one-epoch-mohammadreza-halakoo-20260817T102041Z,24d209b09f495eecf83010f4cab3e9d3e770ef79447273ffd19a66f3cb4b91be,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.28989485437796597,0.27101664605318926,0.31634318381407356,0.07869896092492316,0.06067320573304046,0.10182113279191772,71.0105145622034,True,1,7.781557177029788,0.1285089831315355,1711.9786820206791,13321.860000000013,5.752101889811456,1543490560,float16,,,,,,,
speed,39,whisper-large-v2,fleurs-fa-ir-v1-whisper-large-v2-20260817T121622Z,8608c91d04ad4bd10f8e14fce0b54ce5ed4f7384127e095064f6beeb48bd19ee,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.25760677398343723,0.24172979843110873,0.27794789725589436,0.08513829942924045,0.07182985994923383,0.10346212527655957,74.23932260165628,True,1,7.771297152789541,0.1286786466067696,1714.2389150848612,13321.860000000013,23.002953900955617,1543304960,float16,,,,,,,
speed,40,whisper-large-v3,fleurs-fa-ir-v1-whisper-large-v3-20260817T130805Z,5de21bfaaa59a4cee66b28c8f9a6e12aba7636ec250e2aa62584c38d06d18fff,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.20368474923234392,0.19570770332506246,0.21190410241660348,0.05969803405044149,0.055764760944349206,0.06398144080093214,79.63152507676561,True,1,7.7136759253182445,0.1296398772364478,1727.044294961146,13321.860000000013,23.005246638320386,1543490560,float16,,,,,,,
speed,41,whisper-persian-v4-nezamisafa,fleurs-fa-ir-v1-whisper-persian-v4-nezamisafa-20260817T144856Z,3f688b6dd9fcb3d01356841691490f65bdf3a05418125b993eb60806adf05f1c,ghcr.io/armanjr/peste-benchmark:2.1.0,sha256:7c81292cfd47fe2ed956bf5b81f8cef5d78d1e9558299650fd9d883973bd14ef,e7833ac24e5e2db15a66ae267066bff576d872c5,0.13175769982320648,0.12382244266198059,0.13981981517036876,0.04972193765549539,0.04466659792139091,0.05534970142310003,86.82423001767935,True,1,6.3518008952252805,0.15743566533260056,2097.3358925677603,13321.860000000013,5.752026338130236,1543490560,float16,,,,,,,
